0,0,1,0.0919452533372919,4
1,1,2,0.0517232644540295,4
2,2,3,0.0433909018235868,4
3,3,4,0.0618615599102537,4
4,4,5,0.0772861725390611,4
5,5,6,0.0377132225932093,4
6,6,7,0.0686443157299094,4
7,7,8,0.0872289361043178,4
8,8,9,0.0871978354734117,4
9,9,10,0.0230056053563493,4
10,10,11,0.0889857255948727,4
11,11,12,0.000221006047323678,4
12,12,19,0.018953299542925,4
13,11,13,0.0850633814749065,4
14,13,14,0.0430340345637391,4
15,14,15,0.0581933829836379,4
16,15,26,0,4
17,11,16,0.0281173703591416,4
18,16,17,0.0866844450877239,4
19,17,18,0.0608615973833812,4
20,18,37,0.0354406206256174,4
21,19,20,0.0522147964342655,4
22,20,21,0.059543571159831,4
23,21,22,0.0316465507997384,4
24,22,23,0.107503206559505,4
25,23,24,0.0640470177365067,4
26,24,25,0.0702246445837396,4
27,25,26,0.0331359003071046,4
28,26,29,0.0720776407830645,4
31,29,30,0.0659179820590906,4
32,30,31,0.0598210922632445,4
33,31,32,0.0750483874122639,4
34,32,33,0.0220704397632346,4
35,33,34,0.0392372772813485,4
36,34,35,0.0713906989386768,4
37,35,36,0.0812425481295314,4
38,36,50,0.0491273277613938,4
39,37,38,0.101813512231131,4
40,38,39,0.110344290260564,4
41,39,41,0.0597524142740241,4
42,26,40,0.106268388589165,4
43,40,41,0.0833572729562324,4
44,41,42,0.0608158486913308,4
45,42,43,0.0703884724310436,4
46,43,44,0.122922135123883,4
47,44,45,0.0920894981828613,4
48,45,46,0.081314606017455,4
49,46,47,0.132805247576799,4
50,47,48,0.0815198423999468,4
51,48,49,0.0539935777745005,4
52,49,53,0.02649784739343,4
53,50,51,0.0604297685190117,4
54,51,52,0.0647399948780234,4
55,52,53,0.0212343883780192,4
225,54,0,0.0707312639636543,4
144,55,54,0.0732397299020977,4
151,56,55,0.0542234494161929,4
3,57,0,0.102811187147386,4
445,58,57,0.0422393486730967,4
115,59,58,0.0523514624930555,4
377,60,59,0.427512515600728,4
310,61,19,0.131885605067129,4
53,62,61,0.0448160462491276,4
80,63,62,0.0619797444457328,4
380,64,63,0.0670382253604476,4
47,65,64,0.0841396325157956,4
320,66,65,0.107572251924439,4
72,67,66,0.0818980302190288,4
8,68,37,0.0479452978916704,4
152,69,68,0.0892788267951181,4
344,70,69,0.0384165316809668,4
191,71,70,0.0418460988969205,4
157,72,71,0.0889561854541471,4
192,73,72,0.143008300899577,4
23,74,73,0.133957063594153,4
147,75,74,0.0928681328828929,4
35,76,75,0.0735276944096124,4
145,77,76,0.0601354346952951,4
178,78,77,0.122598132522887,4
71,79,78,0.0986753384966118,4
59,80,79,0.100050081561866,4
97,81,80,0.138833032804398,4
201,82,37,0.11856590312465,4
410,83,82,0.0673061578835515,4
355,84,83,0.0294962736833791,4
76,85,84,0.127990979116462,4
266,86,85,0.114194778822219,4
26,87,86,0.116571421286228,4
291,88,87,0.0345265925817944,4
19,89,88,0.0996064463424908,4
135,90,89,0.0895276407069967,4
325,91,90,0.0968532071054043,4
285,92,91,0.109693551362073,4
360,93,92,0.113812217084626,4
251,94,93,0.0744108888629039,4
98,95,94,0.192027809203196,4
22,96,95,0.0883090748403635,4
166,97,96,0.0932456089347578,4
321,98,97,0.0907686110626136,4
435,99,98,0.098566408915253,4
346,100,41,0.063337412683383,4
347,101,100,0.0861935635870514,4
443,102,101,0.0485432931542024,4
1,103,102,0.0843283553535146,4
375,104,103,0.058264473906701,4
299,105,104,0.0644351788472897,4
282,106,105,0.101103087850605,4
394,107,106,0.104870122813472,4
193,108,107,0.127887789146958,4
323,109,108,0.0736572172713968,4
362,110,109,0.108200276992651,4
208,111,50,0.0570165990017336,4
177,112,111,0.0604345731232856,4
32,113,112,0.0404569366754088,4
416,114,113,0.0261147167220023,4
296,115,114,0.108772920999767,4
78,116,115,0.110599105222528,4
125,117,116,0.0837347046843674,4
85,118,117,0.157356915375112,4
258,119,118,0.0674561629956517,4
228,120,119,0.0984081174735903,4
287,121,120,0.05488981730594,4
405,122,121,0.0519067366124898,4
243,123,122,0.0984081658990832,4
271,124,123,0.0601992432499546,4
127,125,124,0.106731831465505,4
371,126,125,0.144353159407293,4
181,127,126,0.068148304112264,4
245,128,53,0.105104618203939,4
121,129,128,0.0719201454367211,4
444,130,129,0.0447385368274173,4
99,131,130,0.0924018814099454,4
286,132,131,0.0611117419180248,4
265,133,132,0.0495411312606078,4
427,134,133,0.0669682031866651,4
21,135,134,0.0867167553755028,4
171,136,135,0.0440705258740807,4
446,137,136,0.0554043752959528,4
133,138,137,0.0419462346344944,4
392,139,53,0.0612965727059599,4
292,140,139,0.0320709184882303,4
442,141,140,0.0776208185681437,4
411,142,141,0.0418049904305506,4
5,143,142,0.111919899517202,4
436,144,143,0.0874884119559197,4
214,145,144,0.0815752975914674,4
89,146,145,0.147549285864699,4
226,147,146,0.0550883510972403,4
338,148,147,0.165289136131756,4
253,149,148,0.073364031452002,4
153,150,149,0.0898063722327239,4
409,151,150,0.0870862363739147,4
