ID,x,y,Heading,breed
217,17.12459803080791,19.666916830399792,152,vertices
337,6.810110710592372,14.06137560082097,31,vertices
420,7.753108429170447,13.246428102524101,133,vertices
341,24.83208578792086,31.12057632323041,343,vertices
662,31.95785303596779,29.940357513069802,94,people
355,12.673280901345123,6.017035827604452,328,vertices
250,24.91908570695039,22.967184485632327,228,vertices
101,17.412209655996627,9.526729535075635,107,vertices
475,16.186641066351715,14.406626088939158,241,vertices
383,26.250344152468212,31.74340063040319,32,vertices
421,5.983672815251366,11.654247794568194,143,vertices
512,24.237720257633377,11.917550602068257,230,vertices
49,4.776949059967019,10.393720436995368,81,vertices
483,13.151299649198963,11.14123921285636,234,vertices
258,25.812576039033942,21.37917644351819,217,vertices
347,13.884396071413526,9.583636856496929,312,vertices
596,23.95869161413668,25.753715151728613,45,people
77,10.076642076251042,18.824108960499775,282,vertices
719,23.416020601295788,19.81579317493984,126.36166461637032,drivers
723,28.67545356786841,30.589699303928334,97.86439220758064,drivers
588,15.892519792004991,4.382203298782217,350,vertices
554,11.528768900858559,19.842240336274276,137,vertices
683,21.446061938279854,21.266138466606904,314,people
705,26.45332424851802,21.678873276998257,244.93312161765198,drivers
186,12.412184128416277,12.734546554136251,120,vertices
246,3.6957261702903295,16.97370961812953,340,vertices
79,8.99983133435558,16.742806900351056,122,vertices
308,29.781010253472974,23.23533015622175,178,vertices
354,13.408522404083016,3.948486947812856,159,vertices
382,17.10259705029151,7.363469952143661,177,vertices
339,15.767706375525808,10.91802637547509,263,vertices
485,17.91959455198303,14.266160633561098,214,vertices
35,18.631237955635733,10.78769766894005,195,vertices
171,17.675595743853343,9.09597182980324,316,vertices
125,24.68094999093806,16.059986119438737,144,vertices
398,15.605644089559487,0.5078026007725802,62,vertices
364,31.68150977415108,29.312144436215405,288,vertices
667,20.412092959203452,12.433311425495349,73,people
412,23.315043111484478,27.3773932704047,221,vertices
78,15.636471151706482,18.192293273240793,45,vertices
567,26.058915804052475,30.951116646341777,275,vertices
209,18.447699676449158,7.833252537571472,167,vertices
88,1.9851085175432692,11.875534581315165,159,vertices
665,14.807379127362378,6.207527558913536,309,people
501,20.031344185216295,8.427963024699803,270,vertices
440,16.90729514942271,22.357243828028132,255,vertices
671,19.795914341902897,22.610305400427958,359,people
39,10.441985625388277,22.35905915446018,298,vertices
153,18.873164710260195,24.722958377225297,205,vertices
529,22.225095584758407,29.314775256828817,328,vertices
666,7.5073187379647655,18.07782845707582,23,people
623,11.868797487530713,12.674902504820949,130,people
34,24.74643320141024,29.938181020866747,172,vertices
573,31.65935625224816,29.101730707122183,54,vertices
477,1.7067122627905154,16.0309624437262,44,vertices
687,26.250346190064334,31.743409063605238,25,people
303,23.368495860653063,27.466029617727514,175,vertices
26,4.776951672459597,10.39370826960511,60,vertices
129,6.322711579642311,17.733730165157418,208,vertices
604,28.719777378056214,24.87889727142645,16,people
496,30.437962116202986,30.981620329204354,45,vertices
385,15.767727720259929,10.918011913234958,137,vertices
203,10.238734366804106,19.351912466283142,59,vertices
247,11.903647001518035,19.569847061077116,56,vertices
17,8.309319791819354,17.36045515114724,290,vertices
218,22.60344205553374,16.385667360394205,131,vertices
306,19.77604407318411,16.242901067450774,185,vertices
14,3.7904086508815302,12.646584550778726,38,vertices
285,17.401950293838063,9.543498871664633,316,vertices
11,11.70387104620946,10.50303753881428,212,vertices
182,29.305847649609106,21.55419716716254,162,vertices
114,21.43421658327995,21.27485938810323,153,vertices
294,14.028953736278794,13.371082624546858,142,vertices
454,24.38772744869325,28.704054905587235,151,vertices
525,7.7530954026478875,13.246422679077373,138,vertices
669,17.501847199341665,25.38199951083655,135,people
38,20.959217514362162,30.024816727636644,330,vertices
636,18.873164710260195,24.722958377226156,13,people
519,27.01625304050662,31.611776605496438,34,vertices
363,12.751769692071244,21.92269395554626,346,vertices
738,24.91909863847395,22.967187763906065,75.774621796622,drivers
418,0.2182965653359464,12.309968690620318,191,vertices
374,20.793330573193657,23.709248333414106,321,vertices
144,13.973460815589704,22.34823961162949,169,vertices
446,14.264626984744794,6.405691287427104,59,vertices
372,19.45075898110337,1.2795028014267533,359,vertices
32,26.92384938975012,22.225171055267317,83,vertices
92,5.893454197868354,10.831060221986744,79,vertices
474,8.616981373489274,10.947456106425406,145,vertices
346,18.331277422603613,18.107161526834712,187,vertices
540,28.974545543667208,26.500271117083773,137,vertices
426,14.29922928347675,9.617296210833498,107,vertices
689,24.91909863847395,22.967187763905944,101,people
371,24.757288095339867,32,188,vertices
319,9.913550047823803,8.090562913339355,61,vertices
349,7.829903815533178,6.550025792200486,296,vertices
107,23.71384027330155,10.205433162264672,214,vertices
145,4.518767652852739,6.308411623357557,201,vertices
429,3.106256281660463,12.394954540534627,184,vertices
333,26.158467106655902,15.14626340409725,150,vertices
159,15.334236776675807,8.67981511344963,63,vertices
668,4.867747065967912,9.886320541394936,84,people
403,19.928607832366925,19.72721420962576,121,vertices
236,26.045013362377638,22.472713707035922,248,vertices
151,7.416144581265728,5.794160294321643,215,vertices
625,26.92384938975012,22.225171055267317,73,people
50,10.357096838408632,5.599755472863761,324,vertices
591,5.008114108337042,16.618143972298807,27,vertices
379,9.910748893604067,8.096117337099397,302,vertices
472,13.746238798993613,22.842272385139974,269,vertices
378,24.7702385662225,9.577546165239301,131,vertices
331,14.169748224201216,22.540534325740282,233,vertices
736,14.496910250356422,14.560039758620274,21.483890611875097,drivers
494,28.04484450000069,21.90939836652546,11,vertices
205,24.304615649948442,20.61498312333074,322,vertices
322,11.643343976592075,21.402567850704727,352,vertices
706,19.985888020482093,21.16928176220144,223.68004996918103,drivers
106,3.790410406027567,12.646580542724953,208,vertices
626,17.9296019754922,5.5112869410491925,301,people
698,7.337080199452935,14.353519076222362,0,drivers
476,22.804524232129992,13.551872740744185,129,vertices
320,14.831579574319493,20.402719310975414,152,vertices
148,18.265269258701228,4.7964952966176035,211,vertices
65,6.8193713638400375,14.066515213214824,23,vertices
729,14.496897744670978,14.560007984892952,275.1866557892443,drivers
