ID,x,y,Heading,breed
12,5.194958518645702,8.446984244904325,5,vertices
560,14.169744626007484,22.540530800738125,64,vertices
407,20.793330573193657,23.70924833340931,30,vertices
39,10.441985625388277,22.35905915446018,322,vertices
51,24.455087220256186,24.31341884808941,51,vertices
404,19.979346599772136,1.8834139035368962,335,vertices
370,10.850582112656442,14.071895489264547,61,vertices
381,16.919891331589596,17.958662101423645,7,vertices
584,8.07962801496976,6.02016166118301,259,vertices
586,25.271624273490485,10.53659499909891,328,vertices
705,17.697152689265547,10.153079843294861,75.05023651734223,drivers
706,21.623023282907106,11.542858425247037,126.32876244282761,drivers
335,32,30.291195301604095,2,vertices
382,17.10259705029151,7.363469952143661,2,vertices
537,15.490559561449837,10.468925827133756,65,vertices
355,12.673280901345123,6.017035827604452,2,vertices
517,15.429730496799785,5.1606650737341795,95,vertices
563,14.807379127362378,6.207527558913536,78,vertices
669,13.647779568084974,21.267868577297904,208,people
740,19.21385814191247,13.314428833469496,126.32876244280783,drivers
695,6.8969388957085735,15.820215192958141,311,people
142,20.77726320317192,6.086714317653787,98,vertices
724,16.186641066351715,14.406626088939158,95.18665578924413,drivers
436,24.91909863847395,22.967187763906065,95,vertices
568,4.3233950587058425,11.429456554537143,217,vertices
1,30.398041949683645,29.759135868992036,220,vertices
126,17.837655063161723,14.271844376994151,62,vertices
368,21.408927538285177,9.986241487759521,337,vertices
410,15.703514941045102,23.405125306814064,316,vertices
626,15.012544254582673,15.961345519983755,354,people
302,31.95785303596779,29.940357513069802,173,vertices
336,31.41246457099754,27.596244711367188,242,vertices
689,13.884396071413526,9.583636856494715,78,people
310,17.122960082361704,9.9997668784756,71,vertices
145,4.518767652852739,6.308411623357557,172,vertices
25,22.06733181952156,25.163069653713162,281,vertices
399,15.33422642240147,8.679843592452727,148,vertices
58,12.811931824496742,14.712983798450303,191,vertices
308,29.781010253472974,23.23533015622175,74,vertices
557,19.363898887153518,11.28546773772793,173,vertices
665,28.35685942238462,22.56924574947997,136,people
152,26.07492709270264,17.85822290547374,259,vertices
339,15.767706375525808,10.91802637547509,136,vertices
497,23.191242747118416,19.613631119286804,92,vertices
619,21.76895699100247,13.919169679793857,139,people
558,22.04726236025767,9.614013096695288,272,vertices
461,19.667062145103124,30.749597352529992,295,vertices
5,19.482251064546492,3.815943706622256,113,vertices
523,20.959221681129954,30.024834248677895,338,vertices
636,11.028302513007514,9.830526488562143,178,people
670,18.631237955635733,10.78769766894005,81,people
489,15.904048914887543,7.112570238923001,192,vertices
596,20.676518657060516,21.892489425199617,136,people
648,10.441985625388277,22.35905915446018,215,people
458,9.016396762957243,9.884535003430633,52,vertices
136,26.590861889340232,29.648962894311722,212,vertices
211,19.56054414887236,6.9989222513966265,127,vertices
637,23.008372341749602,10.624739160777402,37,people
413,17.697152689265547,10.153079843294861,126,vertices
720,23.88203666696502,21.02935975529145,51.21912966511479,drivers
82,31.147560875800508,25.980867505602834,343,vertices
621,19.363898887153518,11.28546773772793,238,people
444,27.74756466307315,31.486085550146218,218,vertices
398,15.605644089559487,0.5078026007725802,106,vertices
314,30.918027951825366,24.58113188305257,60,vertices
432,15.800045608964746,21.37896566923313,259,vertices
712,26.180164321367158,27.208803915058866,105.8310323746233,drivers
477,1.7067122627905154,16.0309624437262,126,vertices
285,17.401950293838063,9.543498871664633,85,vertices
605,9.49531371083449,6.191336350097398,38,people
486,22.957360366312244,13.811754022851845,31,vertices
618,20.598217756085866,14.044513464376315,10,people
454,24.38772744869325,28.704054905587235,246,vertices
484,5.1949205609139355,8.44706450857469,69,vertices
258,25.812576039033942,21.37917644351819,283,vertices
60,24.65980096108369,11.712108028148641,143,vertices
111,20.898346645207194,10.310624341811838,172,vertices
595,11.101412555477253,5.715171561293374,148,vertices
57,14.623175494712761,22.21747716898144,300,vertices
589,12.52139502512138,13.225478000848222,15,vertices
702,24.768298281924768,18.82020397606532,126.36166461633309,drivers
603,15.632408059131473,7.85970725188798,187,people
341,24.83208578792086,31.12057632323041,53,vertices
646,17.697152689265547,10.153079843294861,276,people
676,22.301445063322962,11.044912545135542,115,people
622,13.884396071413526,9.583636856496929,44,people
317,12.968404051833819,15.715817705973555,291,vertices
423,7.507330101148374,18.077818292943373,158,vertices
54,5.696457700613593,11.35880300509213,122,vertices
716,14.5610477241201,9.569579198349668,259.6116607170559,drivers
599,16.09159810260627,15.943152327339222,138,people
306,19.77604407318411,16.242901067450774,165,vertices
561,23.315043111482115,27.3773932704047,213,vertices
624,23.704706758000476,11.357020957216989,117,people
228,19.142581438391353,17.058434718179615,92,vertices
256,27.95387222449514,31.445093246797096,26,vertices
262,24.313429693533724,16.117602945771978,269,vertices
87,22.604301601974065,13.803665846248935,357,vertices
15,24.768298281924768,18.82020397606532,189,vertices
292,22.238361996275977,24.73326892128249,355,vertices
19,26.250346190064334,31.743409063605238,66,vertices
233,8.309329061993711,17.360460060334326,69,vertices
538,12.678576044565617,6.020461290805249,209,vertices
122,22.99540156037424,9.061142955046346,55,vertices
473,26.92384938975012,22.225171055267197,20,vertices
330,5.437091082617603,10.021063903001533,216,vertices
631,17.591339576196177,11.647585096923969,37,people
198,18.87240824853901,28.303388935527988,210,vertices
530,24.142659401204682,8.377085441355216,195,vertices
711,11.606583847465016,17.936761276025457,120.1132135266617,drivers
671,30.237445406054917,24.673320611889814,251,people
290,22.83327523455651,26.270323509712934,208,vertices
696,21.623023282907106,11.542858425247037,306.32876244286143,drivers
532,12.437260909823198,20.770471156343497,279,vertices
170,23.425774144829532,27.51868565482166,168,vertices
259,19.363898887153518,11.285467737726702,263,vertices
321,27.00292651763181,26.97550430283513,172,vertices
358,27.00225808790132,26.97169587523207,216,vertices
255,5.609588218705179,12.353997437077059,112,vertices
511,13.662623856782972,12.440332628453504,257,vertices
552,22.451197362797657,5.943528827114973,224,vertices
482,15.000047184551711,9.6741654027367,291,vertices
362,27.01625168443246,31.611770348383512,47,vertices
653,15.767727720259929,10.918011913234958,300,people
296,23.37393977360912,27.450234775937986,221,vertices
295,31.99884622979203,30.07595960815649,42,vertices
620,16.22335601692854,18.77385272206828,257,people
474,8.616981373489274,10.947456106425406,138,vertices
403,19.928607832366925,19.72721420962576,1,vertices
514,20.443012317737544,15.38425369988845,92,vertices
128,14.653298801934636,9.296596389853901,62,vertices
134,18.873164710257832,24.722958377226156,280,vertices
386,27.52287015808007,25.041025077717713,286,vertices
148,18.265269258701228,4.7964952966176035,344,vertices
18,18.31978422695641,16.32029641602588,84,vertices
353,24.659800961086052,11.712108028148766,154,vertices
544,26.71393077528559,19.094789592435863,34,vertices
99,16.778171805224915,14.937302939938895,48,vertices
130,10.588097739771946,6.741636701071967,174,vertices
185,30.349592535374597,28.22398858625727,199,vertices
535,21.296211754943997,13.401515566109472,264,vertices
101,17.412209655996627,9.526729535075635,56,vertices
121,19.36389888715588,11.285467737726702,176,vertices
153,18.873164710260195,24.722958377225297,281,vertices
276,6.419199519386741,5.8582606476989,243,vertices
571,0.8967030769112132,11.336818344754167,218,vertices
638,25.217231786246295,22.102150420886733,122,people
273,12.231136505407358,11.920679204326765,144,vertices
304,23.416020601295788,19.81579317493984,289,vertices
687,21.446061938279854,21.266138466606904,304,people
118,18.02430184920029,8.525700178718726,95,vertices
602,19.951466541213517,9.696006417902918,40,people
715,17.861260075390454,14.270207012212191,359.3579288269268,drivers
8,14.562914307645944,17.354681591151845,311,vertices
