ID,x,y,Heading,breed.
437,17.571984043590206,22.942038922891093,232,people
310,22.055117040874478,24.079141870089877,188,vertices
359,19.14979195597586,17.0491144697264,89,people
257,25.13636852183169,10.950891413718264,9,vertices
515,14.724057099341213,0.3637819724364887,168.28902861359938,drivers
15,23.222728180352757,7.014489598747285,190,vertices
295,22.14301437745971,14.328799310141434,106,vertices
458,18.87240824853901,28.303388935527988,69,people
235,30.966046613453987,25.172481762874824,193,vertices
23,31.68274357021802,28.933105034929238,117,vertices
1,29.111027899166068,21.293615773903486,29,vertices
205,25.00212732313271,11.00063342083051,69,vertices
370,22.1430194159979,14.328793436319673,136,people
425,22.23836199627834,24.73326892127634,85,people
203,25.611842122536135,14.937784162270665,248,vertices
497,15.24433303208973,6.974462870653481,140,people
447,24.38772744869325,28.70405490558711,276,people
446,17.10259705029151,7.363469952143661,156,people
333,19.363898887153518,11.285467737726702,199,people
350,13.338917186197232,2.3953137611333686,287,people
470,17.12459803080791,19.666916830399792,53,people
163,6.419199519386741,5.858260647699023,111,vertices
332,20.886712863507825,9.36677765302843,145,people
291,20.44301231773518,15.384253699883901,47,vertices
340,20.793330573193657,23.709248333409434,69,people
142,28.41444635559456,20.16263436615627,324,vertices
57,1.6175080211724102,11.919822299549237,13,vertices
366,7.337080199452935,14.353519076220149,270,people
258,24.971986895467467,12.39853997408329,323,vertices
243,17.118276589886293,1.8995142447028646,109,vertices
394,7.829350575528809,9.916387239635183,100,people
159,24.757288095339867,32,307,vertices
324,20.886712863507825,9.36677765302843,333,people
39,23.19422703018175,28.771181420260778,221,vertices
245,29.71381483923337,22.132945003653013,336,vertices
534,13.29287977217335,6.169667231747115,256.3480049694207,drivers
495,23.191242747118416,19.61363111928668,120,people
381,23.191242747118416,19.61363111928668,243,people
408,13.884396071413526,9.583636856494715,204,people
167,31.999192109540495,30.4190591403579,115,vertices
419,23.222728180352757,7.014489598747285,199,people
360,17.697152689265547,10.153079843294861,145,people
363,18.873164710260195,24.722958377226156,216,people
116,21.916416874396262,4.609534432666571,85,vertices
532,8.942100535065329,15.546795960380182,53.370478737122994,drivers
496,22.23836199627834,24.73326892127634,165,people
342,21.6817275341274,14.88570816249189,95,people
72,30.721679550775082,24.083584208418035,76,vertices
177,24.935513802520425,11.198662868626718,231,vertices
378,23.191242747118416,19.61363111928668,305,people
185,12.592962954385925,5.3924006978135255,204,vertices
38,11.987015500609228,5.852490729921255,234,vertices
25,31.95352675973382,30.802545484787423,335,vertices
389,30.928285041733737,26.70902831030931,27,people
248,17.832243452674778,2.1127201820952006,319,vertices
225,25.73367402385838,15.600998003355722,182,vertices
386,19.14979195597586,17.0491144697264,294,people
10,19.482251064546492,3.8159437066245925,115,vertices
132,31.99920358132713,30.130596090008275,277,vertices
341,20.44301231773518,15.384253699883901,165,people
61,31.127263999971564,30.88410298030325,50,vertices
308,5.008114108337042,16.618143972297823,157,vertices
175,22.424516419854235,5.524887312782994,80,vertices
460,22.1430194159979,14.328793436319673,129,people
491,24.93037485045877,13.363735917938385,176,people
101,12.075499909078836,9.880459534224281,326,vertices
326,11.028302513007514,9.830526488562143,274,people
244,19.197768254786407,1.5405722002390825,220,vertices
489,21.6817275341274,14.88570816249189,219,people
513,22.055117040874478,24.079141870089877,304,people
367,21.6817275341274,14.88570816249189,80,people
28,25.44430497012855,14.2139709567814,355,vertices
448,11.70387104620946,10.50303753881428,187,people
432,7.829350575528809,9.916387239635183,347,people
21,11.70387104620946,10.50303753881428,2,vertices
114,21.661750294401333,4.418069512249456,46,vertices
428,11.70387104620946,10.50303753881428,80,people
158,15.636471151706482,18.19229327324067,239,vertices
348,17.10259705029151,7.363469952143661,164,people
94,20.816859026633537,4.298871150820261,52,vertices
197,25.22267664810554,8.791250503880448,45,vertices
540,2.402936409809365,12.343789434695305,265.8391770355446,drivers
558,23.16421466361303,19.53047003359432,18.004616914759595,drivers
140,24.651301988924033,9.972674393406821,303,vertices
201,31.81089631739092,30.806823086980227,146,vertices
449,13.884396071413526,9.583636856494715,138,people
246,31.720222326317447,28.63472867898579,12,vertices
501,12.075499909078836,9.880459534224281,55,people
8,23.806788120740734,12.29448764682596,89,vertices
466,22.399717775746005,14.609895571654612,269,people
215,24.871104827498296,9.684487211629984,195,vertices
559,31.999192109540495,30.4190591403579,359.6379891443189,drivers
30,24.38772744869325,28.70405490558711,297,vertices
483,13.884396071413526,9.583636856494715,356,people
262,27.74756466307315,31.486085550146218,265,vertices
255,24.686569730778483,9.570359677651256,177,vertices
53,13.884396071413526,9.583636856494715,296,vertices
240,29.304015416555732,21.483797413660337,25,vertices
516,23.103110799945654,6.683109709511823,199.84793649559595,drivers
6,24.99422853268869,9.301571214158749,57,vertices
169,7.337080199452935,14.353519076220149,10,vertices
73,18.99489187072801,8.024356722260594,20,vertices
102,19.83895684955172,1.3868540044206323,230,vertices
539,31.906044239232287,30.912947767138505,41.87836544713451,drivers
444,19.363898887153518,11.285467737726702,344,people
212,24.771926876601494,9.451003501774538,186,vertices
455,21.6817275341274,14.88570816249189,138,people
494,22.59725237624266,13.799258116351197,271,people
424,19.363898887153518,11.285467737726702,257,people
7,25.552364280430815,10.550136846067169,71,vertices
196,21.59290895245399,4.325004669977586,295,vertices
450,15.832155330452572,21.411332894441703,348,people
468,22.399717775746005,14.609895571654612,164,people
269,31.65935625224816,29.101730707119724,92,vertices
314,5.437091082617603,10.021063903001533,236,people
480,5.437091082617603,10.021063903001533,110,people
528,12.879912993157793,3.2975135485562315,192.32264995397134,drivers
276,30.894356621330928,26.297176747625755,174,vertices
541,18.873164710260195,24.722958377226156,227.6977720753639,drivers
265,11.553391690026192,8.98959973359261,197,vertices
284,16.297907982373374,9.779467976688002,76,vertices
52,31.990819491425615,30.01118492608592,334,vertices
365,25.812576039033942,21.37917644351819,10,people
135,12.878772481636243,3.1894092660834557,76,vertices
395,19.64739580284541,14.14631147225453,17,people
194,12.67270016535701,6.019034120422341,159,vertices
181,22.855121033761307,18.579438421088675,205,vertices
530,8.139590367259132,14.950157518300166,53.37047873712294,drivers
358,25.812576039033942,21.37917644351819,282,people
80,14.0121898886513,16.924994789271622,228,vertices
247,23.315043111482115,27.3773932704047,146,vertices
42,15.6798139146392,1.3157973562125806,214,vertices
403,31.46441151942078,30.83975634206148,128,people
511,22.23836199627834,24.73326892127634,336,people
11,24.764937502791632,10.136305828487213,344,vertices
51,14.831579574319493,20.402719310975414,162,vertices
351,23.806788120740734,12.29448764682596,302,people
106,22.1430194159979,14.328793436319673,32,vertices
121,30.21929253824039,24.098586271513245,321,vertices
353,22.399717775746005,14.609895571654612,164,people
357,11.050673829387357,14.87282967279411,299,people
384,12.231136505407358,11.920679204326765,20,people
336,22.399717775746005,14.609895571654612,221,people
125,24.65980096108369,11.712108028148766,339,vertices
563,19.197768254786407,1.5405722002390825,315.9003533142933,drivers
514,2.792094249622645,16.545399739711417,244.63965148904867,drivers
271,24.723368684161265,10.091197198247604,164,vertices
439,13.884396071413526,9.583636856494715,18,people
59,30.94972699085072,24.556094514592925,32,vertices
300,18.873164710260195,24.722958377226156,332,vertices
50,10.238734366804106,19.351912466283267,270,vertices
77,20.160963485907537,25.894856641927895,217,vertices
166,16.585015963705345,1.2027509896526978,115,vertices
224,16.999442272047308,2.4423890304489166,258,vertices
474,29.781010253472974,23.23533015622187,19,people
178,30.921641478995404,26.560295113026726,267,vertices
519,12.524474073721251,4.983284732999777,189.50358938199304,drivers
17,24.846766710638644,9.629387819233889,270,vertices
12,21.494073487524325,4.074256889919389,89,vertices
472,19.363898887153518,11.285467737726702,149,people
317,17.13300182392112,14.32072274173246,273,people
171,24.72353992714838,9.69226580279584,216,vertices
264,23.719321194857013,7.417863332519829,68,vertices
504,22.055117040874478,24.079141870089877,120,people
133,22.59725237624266,13.799258116351197,58,vertices
199,19.14979195597586,17.0491144697264,225,vertices
149,22.175316314918355,4.850775968635942,324,vertices
301,24.8667106992901,10.076411091760498,318,vertices
385,24.44101061743164,20.737654847857225,92,people
375,24.44101061743164,20.737654847857225,152,people
311,21.35397178866458,4.099666400680504,353,vertices
16,31.95785303596779,29.940357513069802,338,vertices
208,30.438064645904838,30.970694144070652,10,vertices
349,10.238734366804106,19.351912466283267,257,people
126,12.673280901345123,6.017035827604576,187,vertices
78,25.058835351547227,9.417049861325363,44,vertices
429,23.090972498751515,26.642845913661482,98,people
377,10.268893082557671,20.75761006974533,266,people
292,20.192227799562932,26.799665024996468,102,vertices
369,20.793330573193657,23.709248333409434,267,people
506,10.076642076251042,18.8241089604999,192,people
234,31.917953108086504,29.591190838939717,338,vertices
456,24.44101061743164,20.737654847857225,100,people
306,24.737370707540066,9.592993592165914,253,vertices
298,15.800045608962384,21.37896566923313,209,vertices
206,22.399717775746005,14.609895571654612,182,vertices
67,14.264626984744794,6.405691287427104,144,vertices
0,22.23836199627834,24.73326892127634,344,vertices
280,30.915605951121773,24.332762880544852,256,vertices
256,24.976151591323926,8.585688876948533,24,vertices
352,21.768937459835143,13.919172507303168,184,people
275,25.75344843208909,15.599435086568718,233,vertices
230,10.076642076251042,18.8241089604999,215,vertices
486,22.604301601974065,13.803665846248812,322,people
260,6.3227115796399485,17.733730165155205,119,vertices
129,12.231136505407358,11.920679204326765,8,vertices
188,12.524474073721251,4.983284732999777,192,vertices
54,24.797046393488884,9.793588216935913,161,vertices
191,20.886712863507825,9.36677765302843,173,vertices
237,25.272709525264034,8.829571728444048,300,vertices
299,21.6817275341274,14.88570816249189,159,vertices
26,25.326774094032526,14.61678126528152,131,vertices
165,12.81192955014617,14.712956431548793,61,vertices
309,11.533260720942948,9.854605153766562,3,vertices
544,19.83895684955172,1.3868540044206323,74.54189123310715,drivers
82,12.975523104799933,3.7351897757773314,155,vertices
88,23.564532500681825,12.543168611332538,261,vertices
325,5.179953948530133,13.157642705497176,336,people
127,10.268893082557671,20.75761006974533,12,vertices
43,12.968404051833819,15.715817705973555,307,vertices
267,10.180370435361592,15.42764575189895,24,vertices
355,11.028302513007514,9.830526488562143,296,people
219,26.58447899350679,16.34423346087288,308,vertices
9,31.35453753252956,27.406465714644806,357,vertices
373,12.351086396466071,7.12569618106071,47,people
207,15.543527775459998,1.0625757654281736,268,vertices
44,23.12163164302051,6.423949311802484,53,vertices
347,21.768937459835143,13.919172507303168,312,people
505,19.64739580284541,14.14631147225453,358,people
56,8.652246263963239,22.81675916780102,96,vertices
509,23.090972498751515,26.642845913661482,203,people
138,5.179953948530133,13.157642705497176,263,vertices
414,15.832155330452572,21.411332894441703,22,people
550,24.160720766938955,13.614049016094647,29.10587694444962,drivers
404,16.297907982373374,9.779467976688002,265,people
475,17.571984043590206,22.942038922891093,172,people
552,16.999442272047308,2.4423890304489166,347.6528090571057,drivers
229,24.736165356442754,9.917346585368785,56,vertices
376,10.238734366804106,19.351912466283267,227,people
4,25.126500734613867,9.151946654004623,59,vertices
440,17.13300182392112,14.32072274173246,298,people
542,11.70387104620946,10.50303753881428,200.40174862023775,drivers
296,12.351086396466071,7.12569618106071,335,vertices
508,22.59725237624266,13.799258116351197,43,people
18,15.24433303208973,6.974462870653481,342,vertices
98,21.73636235864603,4.498199106981917,16,vertices
452,21.76895699100247,13.919169679793857,258,people
436,8.578393986548843,15.272086387494069,272,people
110,23.598475246968775,12.604136973073375,43,vertices
96,27.621912214404325,17.470416755604486,157,vertices
5,31.99884622979203,30.07595960815649,171,vertices
48,22.704232689490027,13.853341405177469,88,vertices
343,21.6817275341274,14.88570816249189,151,people
420,17.697152689265547,10.153079843294861,172,people
406,8.652246263963239,22.81675916780102,318,people
13,23.090972498751515,26.642845913661482,171,vertices
315,20.886712863507825,9.36677765302843,34,people
161,19.450758981105732,1.2795028014292122,201,vertices
283,9.9728788035255,5.736865343015736,22,vertices
338,22.855121033761307,18.579438421088675,323,people
117,24.865907686072017,8.337689006384736,196,vertices
47,25.050577449609396,9.78823636901492,156,vertices
548,12.930900175878605,3.049607812931277,159.55105009522663,drivers
529,17.12457377353898,19.666892793242102,322.27302796253673,drivers
105,25.356054981669622,12.898617972837059,167,vertices
36,31.906044239232287,30.912947767138505,235,vertices
139,22.414436359564963,4.754806786749093,46,vertices
261,29.87471009144773,22.501146880179036,302,vertices
413,23.191242747118416,19.61363111928668,10,people
537,31.973567176476365,30.705222421042325,168.36449355866444,drivers
35,22.604301601974065,13.803665846248812,261,vertices
453,5.437091082617603,10.021063903001533,291,people
176,30.964837937240468,25.305235554944325,48,vertices
409,22.399717775746005,14.609895571654612,237,people
396,19.14979195597586,17.0491144697264,128,people
451,11.987015500609228,5.852490729921255,146,people
254,14.807379127362378,6.207527558913536,151,vertices
120,27.813622890902682,18.863608256089087,5,vertices
422,9.613351665673624,16.0458478663584,158,people
545,12.975523104799933,3.7351897757773314,160.13065128705523,drivers
143,25.95243444155911,16.388255386355624,81,vertices
485,21.768937459835143,13.919172507303168,125,people
92,13.125048155420883,18.682413733939583,262,vertices
104,9.49531371083449,6.191336350097521,307,vertices
70,11.028302513007514,9.830526488562143,4,vertices
123,12.811931824496742,14.712983798450303,325,vertices
316,30.928813733667194,25.692631267837736,202,people
227,25.046672112053628,9.758889803036508,304,vertices
136,29.142867339478816,21.325315341728764,19,vertices
434,19.64739580284541,14.14631147225453,38,people
222,31.387902872213875,27.583893478021484,27,vertices
3,30.398041949683645,29.759135868992036,7,vertices
510,17.12459803080791,19.666916830399792,247,people
79,30.94708519375925,24.977597529374787,221,vertices
477,22.14301437745971,14.328799310141434,241,people
221,21.55457047477009,4.339058462040063,359,vertices
410,15.636471151706482,18.19229327324067,87,people
90,17.10259705029151,7.363469952143661,324,vertices
232,27.95387222449514,31.445093246797096,90,vertices
192,11.533260743458815,9.854604186303948,148,vertices
64,25.077883224000985,9.836368391876272,208,vertices
512,7.829350575528809,9.916387239635183,12,people
307,0,15.221983068348356,83,vertices
46,20.602871799282422,3.8075283202990313,298,vertices
33,25.79310032682203,10.611291329719315,286,vertices
523,17.697152689265547,10.153079843294861,235.8077995861022,drivers
49,27.55252056732845,17.438932772865034,343,vertices
507,17.10259705029151,7.363469952143661,191,people
522,31.99884622979203,30.07595960815649,7.063958653565578,drivers
274,28.509230178273715,20.51578849645604,228,vertices
69,12.800127063231718,14.570938936274233,128,vertices
34,23.598029216167344,12.604799981243449,168,vertices
153,25.09364422870293,8.565741961093767,18,vertices
323,11.817061067560767,8.41140173271626,288,people
211,21.818081837989116,4.5557723100881145,266,vertices
426,27.2278604959969,17.85138914352731,234,people
209,14.521082299445311,1.3429659340122586,147,vertices
85,24.890495185916834,30.43382586612223,279,vertices
279,24.841473141123636,10.058129533650039,13,vertices
503,15.636471151706482,18.19229327324067,70,people
297,9.703412577619556,16.113468073364665,167,vertices
266,8.578393986548843,15.272086387494069,147,vertices
322,17.10259705029151,7.363469952143661,197,people
170,30.83056681258544,26.027729487003302,166,vertices
160,20.816859026633537,4.298871150820876,195,vertices
390,7.337080199452935,14.353519076220149,69,people
481,19.363898887153518,11.285467737726702,235,people
183,23.191242747118416,19.61363111928668,279,vertices
288,4.518767652852739,6.3084116233574346,84,vertices
465,19.363898887153518,11.285467737726702,191,people
562,14.521082299445311,1.3429659340122586,128.89988324480214,drivers
303,30.925602184018572,26.43763492144728,199,vertices
335,19.14979195597586,17.0491144697264,186,people
321,19.363898887153518,11.285467737726702,286,people
435,13.884396071413526,9.583636856494715,191,people
184,19.64739580284541,14.14631147225453,172,vertices
461,12.52139502512138,13.225478000848344,8,people
193,25.181837690347066,14.081067656291198,43,vertices
339,17.13300182392112,14.32072274173246,335,people
186,24.777456528672296,8.607921333653547,123,vertices
241,30.795296609756253,30.92779909695586,338,vertices
330,25.812576039033942,21.37917644351819,22,people
107,15.800046136670026,21.37896498712341,107,vertices
387,7.829350575528809,9.916387239635183,76,people
252,24.555510658976885,7.794202343564608,1,vertices
285,17.12459803080791,19.666916830399792,31,vertices
250,24.653725991552758,8.113177186436372,152,vertices
431,15.832155330452572,21.411332894441703,64,people
