ID,x,y,Heading,breed
370,10.850582112656442,14.071895489264547,94,vertices
453,12.81192955014617,14.712956431548793,345,vertices
42,12.412185010792522,12.734546346529537,37,vertices
88,1.9851085175432692,11.875534581315165,330,vertices
317,12.968404051833819,15.715817705973555,117,vertices
151,7.416144581265728,5.794160294321643,294,vertices
160,26.617468840204335,25.163666772103404,230,vertices
675,14.264626984744794,6.405691287427104,357,people
378,24.7702385662225,9.577546165239301,136,vertices
219,21.768937459835143,13.919172507303168,265,vertices
152,26.07492709270264,17.85822290547374,153,vertices
490,24.659800961086052,11.712108028148641,325,vertices
538,12.678576044565617,6.020461290805249,338,vertices
86,24.329754083698028,20.59033263210872,13,vertices
527,5.527075401840225,15.887067621899186,209,vertices
720,10.441985625388277,22.35905915446018,308.52592147096254,drivers
200,9.946334478511682,23.97297289113168,310,vertices
80,12.399382729397638,6.959511762101519,261,vertices
123,22.59725237624266,13.799258116351197,346,vertices
552,22.451197362797657,5.943528827114973,282,vertices
169,3.23572629119073,10.64761890098432,298,vertices
706,24.784935424422834,16.54838983838886,12.009364188516088,drivers
547,10.076642076253405,18.824108960502233,236,vertices
16,19.0297097923182,15.489436093751932,325,vertices
114,21.43421658327995,21.27485938810323,29,vertices
459,26.115200148117104,17.82859746799534,182,vertices
197,19.029703417733867,15.48944196607255,313,vertices
193,9.613351665673624,16.0458478663584,68,vertices
684,17.501847199341665,25.38199951083655,62,people
608,16.982399851499355,15.120517638815382,230,people
220,15.012544254582673,15.961345519983755,67,vertices
58,12.811931824496742,14.712983798450303,148,vertices
380,26.045190735894106,22.47266374420609,77,vertices
658,19.64739580284541,14.14631147225453,337,people
98,10.74154810807953,18.4384715206745,293,vertices
556,30.795296609756253,30.92779909695586,238,vertices
253,16.091562193655314,15.943121182610964,201,vertices
288,30.237445406054917,24.673320611889814,319,vertices
38,20.959217514362162,30.024816727636644,175,vertices
44,11.250034088644645,23.02019813587497,293,vertices
199,22.225101374499612,29.31478904502328,166,vertices
30,11.955045975504962,8.079192841890496,171,vertices
523,20.959221681129954,30.024834248677895,10,vertices
532,12.437260909823198,20.770471156343497,31,vertices
696,13.662623856782972,12.440332628453504,21.48388897334098,drivers
582,22.60343716221698,16.38566812749651,328,vertices
416,17.12457377353898,19.666892793242226,38,vertices
174,14.831579574321855,20.402719310975414,217,vertices
222,18.447702861236937,7.833250149848654,79,vertices
28,10.162214626655969,15.01630991167356,1,vertices
395,17.675602888884317,9.09597309977216,132,vertices
598,25.527891414092252,11.330494048603112,3,people
662,8.616981373489274,10.947456106425406,288,people
260,17.763055034323283,18.841597810733397,41,vertices
647,24.329754083698028,20.59033263210872,162,people
539,31.931346636981605,29.8763283256933,166,vertices
240,17.571984043590206,22.942038922891093,89,vertices
100,9.016396762957243,9.884535003430756,66,vertices
217,17.12459803080791,19.666916830399792,203,vertices
680,23.191242747118416,19.613631119286804,315,people
336,31.41246457099754,27.596244711367188,199,vertices
689,23.12163164302051,6.423949311802484,80,people
33,21.446061938279854,21.266138466606904,315,vertices
124,7.337080199452935,14.353519076222362,31,vertices
261,7.337080199452935,14.353519076220518,287,vertices
735,25.1465628680087,21.067662442452075,64.9331216176397,drivers
483,13.151299649198963,11.14123921285636,306,vertices
476,22.804524232129992,13.551872740744185,196,vertices
45,24.890495185916834,30.43382586612223,10,vertices
353,24.659800961086052,11.712108028148766,89,vertices
252,27.349936209522223,28.60655465975093,278,vertices
206,15.67175455070217,15.579011537833932,117,vertices
229,4.198580516386091,6.818871993008227,4,vertices
340,15.703530949613413,23.405111371478515,98,vertices
25,22.06733181952156,25.163069653713162,244,vertices
618,10.58811412315737,6.741639471966318,29,people
227,23.008372341749602,10.624739160777402,276,vertices
553,1.7067216852222165,16.03094713963864,76,vertices
300,19.271201222877476,29.53100605876118,174,vertices
103,19.9286078323622,19.72721420962576,132,vertices
593,22.055117040874478,24.079141870089877,158,vertices
201,19.795914341902897,22.610305400427958,227,vertices
448,22.127190828049656,7.896909508052739,161,vertices
281,12.351086396466071,7.12569618106071,319,vertices
101,17.412209655996627,9.526729535075635,197,vertices
291,16.616221258944435,3.164858960168518,354,vertices
355,12.673280901345123,6.017035827604452,291,vertices
145,4.518767652852739,6.308411623357557,350,vertices
179,17.13300182392112,14.32072274173246,204,vertices
284,17.879297841508105,12.660658645144517,117,vertices
74,16.68205639550447,12.39946738755226,107,vertices
354,13.408522404083016,3.948486947812856,237,vertices
164,7.5073187379647655,18.07782845707582,111,vertices
85,20.038611673201785,24.10769153192681,330,vertices
649,9.946334478511682,23.97297289113168,174,people
464,13.151317283568755,11.141234144662159,243,vertices
131,1.9306874031990144,10.094045198271344,45,vertices
250,24.91908570695039,22.967184485632327,190,vertices
516,23.598475246968775,12.604136973073375,117,vertices
275,20.242777730782432,26.348580106892285,313,vertices
228,19.142581438391353,17.058434718179615,234,vertices
488,17.401955430170243,9.543499333044652,189,vertices
437,16.65758143986599,24.453898590530702,238,vertices
422,14.841194425933558,11.588040458897908,148,vertices
3,23.806788120740734,12.29448764682596,256,vertices
183,9.016401026056558,9.884526478599811,139,vertices
283,27.888519949361367,26.759857695927032,350,vertices
248,9.540100998421119,8.83729435342053,274,vertices
102,25.428606529151523,22.743424428759802,33,vertices
650,22.60343716221698,16.38566812749651,74,people
159,15.334236776675807,8.67981511344963,239,vertices
625,25.428606529151523,22.743424428759802,142,people
89,20.886712863507825,9.36677765302843,92,vertices
137,23.359113190242514,6.878238287437043,65,vertices
411,24.455103412006306,24.313371869726364,34,vertices
113,14.807379127362378,6.207527558918085,1,vertices
235,22.604301601974065,13.803665846248812,112,vertices
66,23.88203666696502,21.02935975529145,302,vertices
157,22.23836199627834,24.73326892127622,266,vertices
628,9.424237897329126,20.041442559049454,121,people
294,14.028953736278794,13.371082624546858,176,vertices
549,20.793330573198382,23.709248333410663,339,vertices
577,24.7464312981769,29.938181319305862,124,vertices
440,16.90729514942271,22.357243828028132,176,vertices
238,26.590862999341727,29.648969489389252,109,vertices
397,25.77519782969733,29.776864196634833,281,vertices
130,10.588097739771946,6.741636701071967,303,vertices
272,15.429748893290306,5.160667212116673,145,vertices
338,23.564532500681825,12.543168611332538,222,vertices
242,28.79368208515614,31.28993976275765,350,vertices
683,12.67270016535701,6.019034120422341,290,people
376,12.619933916139647,9.79112569093493,293,vertices
619,16.186641066351715,14.406626088939158,176,people
528,28.568533867652107,29.956441234220495,60,vertices
600,22.60344205553374,16.385667360394205,211,people
518,16.657564898078018,24.453908307895585,100,vertices
407,20.793330573193657,23.70924833340931,308,vertices
562,22.52483536435784,22.360217482048277,357,vertices
341,24.83208578792086,31.12057632323041,84,vertices
332,19.02310573195677,23.06428677685429,291,vertices
722,20.792670602950572,25.90347331653528,202.77781065330282,drivers
442,19.482251064548855,3.815943706622256,321,vertices
589,12.52139502512138,13.225478000848222,323,vertices
319,9.913550047823803,8.090562913339355,79,vertices
8,14.562914307645944,17.354681591151845,333,vertices
514,20.443012317737544,15.38425369988845,298,vertices
504,16.09159810260627,15.943152327339222,150,vertices
447,16.22335601692854,18.77385272206828,249,vertices
587,22.14301437745971,14.328799310141434,23,vertices
423,7.507330101148374,18.077818292943373,191,vertices
421,5.983672815251366,11.654247794568194,49,vertices
525,7.7530954026478875,13.246422679077373,6,vertices
304,23.416020601295788,19.81579317493984,205,vertices
405,30.38950972646355,29.487798840569425,322,vertices
581,20.242777730782432,26.348580106887614,225,vertices
418,0.2182965653359464,12.309968690620318,265,vertices
644,22.833277152553922,26.27032119542701,12,people
503,22.833277152553922,26.27032119542701,163,vertices
143,26.14967043316604,22.96468937641227,161,vertices
568,4.3233950587058425,11.429456554537143,101,vertices
574,21.168372783445232,8.6897519612969,115,vertices
739,15.252353154748194,15.215254241216716,49.06408483836077,drivers
109,5.008114108337042,16.618143972297823,56,vertices
586,25.271624273490485,10.53659499909891,320,vertices
398,15.605644089559487,0.5078026007725802,228,vertices
298,22.704232689490027,13.853341405177469,101,vertices
212,5.179953948530133,13.157642705499637,126,vertices
400,26.074933724374226,17.8582443492126,29,vertices
657,17.91959455198303,14.266160633561098,48,people
716,22.980412508226046,22.475710957812236,255.77462164467443,drivers
725,20.898346645207194,10.310624341811838,210.4597777085121,drivers
187,16.982399851499355,15.120517638815382,101,vertices
564,30.394892539679628,29.658980079619127,198,vertices
13,24.14868955821964,8.388620343691965,107,vertices
691,13.647779568084974,21.267868577297904,357,people
18,18.31978422695641,16.32029641602588,49,vertices
31,30.349590054627008,28.223990051414198,117,vertices
120,25.864091840607333,25.330859748446247,117,vertices
700,26.825707516861367,26.141757741628197,12.009364188550649,drivers
52,30.41752986114313,30.34906964709596,167,vertices
456,23.95207785306587,25.772903769665227,237,vertices
622,19.928607832366925,19.72721420962576,129,people
708,20.882368676542473,18.619212489699393,48.104452715058756,drivers
613,20.443012317737544,15.38425369988845,5,people
640,27.52287015808007,25.041025077717713,198,people
78,15.636471151706482,18.192293273240793,240,vertices
389,0.17619141058116689,12.871654542252829,272,vertices
702,27.558106207857616,29.584655711768985,12.009364188495226,drivers
513,25.08706790551671,10.183578658165054,247,vertices
128,14.653298801934636,9.296596389853901,181,vertices
96,13.901811500765392,2.5482182030763325,197,vertices
545,25.444517219994243,19.64977628807843,107,vertices
150,24.91909863847395,22.967187763905944,332,vertices
239,15.832155330452572,21.411332894441703,242,vertices
614,16.65758143986599,24.453898590530702,40,people
705,13.15732108495654,17.03735247314675,300.11321352670655,drivers
676,10.162214626655969,15.01630991167356,56,people
165,31.99920358132713,30.130596090008275,19,vertices
373,17.861260075390454,14.270207012212191,127,vertices
605,25.466080714617508,22.966077245052787,303,people
48,13.125048155420883,18.682413733939583,62,vertices
323,8.652246263963239,22.81675916780102,156,vertices
629,30.86501990334936,24.257872271871978,241,people
76,17.680172825059298,21.68445971342801,17,vertices
685,19.951466541213517,9.696006417902918,350,people
667,17.501847199341665,25.38199951083655,104,people
412,23.315043111484478,27.3773932704047,49,vertices
384,11.552728827347194,9.018082207896546,289,vertices
410,15.703514941045102,23.405125306814064,194,vertices
639,19.02310573195677,23.06428677685429,37,people
334,4.867747065967912,9.886320541394936,32,vertices
178,26.1728023342884,23.07342791061576,149,vertices
22,18.798636905249527,3.6606449896620243,273,vertices
335,32,30.291195301604095,262,vertices
331,14.169748224201216,22.540534325740282,145,vertices
344,15.800046136670026,21.37896498712341,326,vertices
245,29.700435408930293,31.119917529929985,358,vertices
699,13.125048155420883,18.682413733939583,126.00102684780643,drivers
5,19.482251064546492,3.815943706622256,96,vertices
381,16.919891331589596,17.958662101423645,328,vertices
