,max_hour,mean_x,mean_y,std,w_cumulative
0,5,10.2355254745,12.781406052,2.09734397308,0.163050813765
1,5,18.5816637046,33.9457804677,1.93031213958,0.257526738338
2,5,11.3189937188,20.6380906285,1.40587073687,0.361646122513
3,5,17.2754903074,12.944362438,3.72218824792,0.501883859266
4,5,16.6043144751,38.9499243367,1.34588808051,0.592972541025
5,5,11.1763953311,31.3159041809,1.99039094221,0.692187668794
6,5,4.49627214729,20.1254556889,2.3691161655,0.749048813694
7,5,21.1338587787,23.2142441034,2.59941223348,0.87102823663
8,5,25.8461260828,37.4792001004,2.61659725178,0.937136987426
9,5,16.9739615051,16.9792627073,0.728159195132,1.0
10,9,21.9885213353,23.6273829229,1.4734834028,0.0980801065594
11,9,18.2578546801,15.8998589083,2.04515800116,0.275594296792
12,9,25.658441536,38.7046026855,2.24029825363,0.386108201449
13,9,11.0493697421,28.5040792986,1.9462532814,0.429470003054
14,9,13.1968203701,11.3077371395,3.2312622521,0.509601941048
15,9,15.6072911302,35.7817872668,2.76125921082,0.573294588966
16,9,9.97005969401,19.1737997836,3.42625015523,0.711405587787
17,9,21.2283803714,20.8023783282,1.79664880333,0.77627957338
18,9,22.0988528324,31.3918746619,2.57088029304,0.887065890457
19,9,17.6002860288,24.8172678573,1.98643793171,1.0
20,14,21.7433596629,23.2600635317,1.4348317736,0.148805038188
21,14,14.2048841293,31.5761615469,3.37711650773,0.236955856899
22,14,19.9113820019,16.8578167614,1.94034003595,0.414352150506
23,14,24.7700280627,37.2931252012,2.99694719754,0.509423826365
24,14,8.0508524402,20.3404578854,2.91993059347,0.588348850056
25,14,14.4853923357,11.5166168176,3.19289290749,0.689499648251
26,14,22.4636333541,29.3494699366,2.34421660977,0.82926632441
27,14,14.3589377849,19.5611606832,2.46860933689,0.878008766507
28,14,13.0747477585,16.2059827586,2.33049251577,0.939091566361
29,14,16.7323401485,24.7721282146,1.80181384852,1.0
30,19,19.963557296,19.5492853463,2.1589953347,0.178805966737
31,19,25.7750780098,38.4219148069,2.27829967916,0.250832109329
32,19,15.8678682787,28.6328521161,4.07963309605,0.467974872411
33,19,9.49736476219,19.0503676976,3.06621282409,0.570577583527
34,19,22.4037517611,24.7435509511,1.52052571646,0.677991959341
35,19,17.762524356,15.2601953526,2.30348325,0.781583023564
36,19,23.5333845552,30.6664633874,2.31372948721,0.914534758236
37,19,18.470888592,40.0543611761,0.840163870746,0.933020893851
38,19,11.7930682103,12.3479849695,1.65453921488,0.96914807088
39,19,16.1816825206,4.64773666187,2.22466316065,1.0
40,23,25.98492139,34.0617940198,1.20351660522,0.0603280879161
41,23,20.8150145691,17.6573047542,1.01223869103,0.125193264968
42,23,13.4459942927,33.9013322581,2.86528920068,0.263687716431
43,23,6.05734200107,20.2575921024,2.06726617825,0.329035975747
44,23,22.1733778907,23.5851417827,1.4168741703,0.480723460624
45,23,15.6630520438,21.7743525524,3.65982318442,0.668040436827
46,23,14.7304495267,12.1402712438,3.26475674805,0.81095561437
47,23,24.2071723516,28.3365282945,1.2958076546,0.873983356711
48,23,25.2649407557,41.2331563962,2.20538952801,0.930847402685
49,23,18.7305010104,31.2776096829,1.40888312052,1.0
