203,0.719,0.833,"NA"
204,0.709,0.609,"NA"
205,0.724,0.622,"NA"
206,0.566,0.897,"NA"
207,0.872,0.635,"NA"
208,0.439,0.073,"NA"
209,0.327,0.635,"NA"
210,0.393,0.687,"NA"
211,1,0.961,"NA"
212,0.148,0.524,"NA"
213,0.908,0.674,"NA"
214,0.332,0.472,"NA"
215,0.612,0.352,"NA"
216,0.571,0.382,"NA"
217,0.796,0.678,"NA"
218,0.515,0.047,"NA"
219,0.444,0.27,"NA"
220,0.827,0.798,"NA"
221,0.449,0.639,"NA"
222,0.663,0.562,"NA"
223,0.77,0.627,"NA"
224,0.77,0.356,"NA"
225,0.48,0.094,"NA"
226,0.26,0.266,"NA"
227,0.673,0.348,"NA"
228,0.495,0.373,"NA"
229,0.321,0.403,"NA"
230,0.546,0.322,"NA"
231,0.464,0.245,"NA"
232,0.265,0.549,"NA"
233,0.75,0.837,"NA"
234,0.505,0.3,"NA"
235,0.852,0.918,"NA"
236,0.214,0.382,"NA"
237,0.888,0.648,"NA"
238,0.495,0.648,"NA"
239,0.786,0.717,"NA"
240,0.745,0.773,"NA"
241,0.658,0.288,"NA"
242,0.5,0.236,"NA"
243,0.888,0.785,"NA"
244,0.755,0.601,"NA"
245,0.51,0.288,"NA"
246,0.776,0.695,"NA"
247,0.48,0.348,"NA"
248,0.622,0.442,"NA"
249,0.556,0.403,"NA"
250,0.52,0.309,"NA"
251,0.577,0.79,"NA"
252,0.612,0.974,"NA"
253,0.77,1,"NA"
254,0.796,0.489,"NA"
255,0.668,0.464,"NA"
256,0.26,0.725,"NA"
257,0,0.476,"NA"
258,0.357,0.202,"NA"
259,0.923,0.777,"NA"
260,0.378,0.215,"NA"
261,0.872,0.918,"NA"
262,0.296,0.451,"NA"
263,0.704,0.421,"NA"
264,0.923,0.742,"NA"
265,0.776,0.918,"NA"
266,0.622,0.562,"NA"
267,0.765,0.721,"NA"
268,0.393,0.468,"NA"
269,0.51,0.403,"NA"
270,0.929,0.82,"NA"
271,0.668,0.781,"NA"
272,0.699,0.807,"NA"
273,0.617,0.605,"NA"
274,0.061,0.382,"NA"
275,0.811,0.687,"NA"
276,0.393,0.155,"NA"
277,0.546,0.275,"NA"
278,0.5,0.33,"NA"
279,0.49,0.258,"NA"
280,0.561,0.313,"NA"
281,0.719,0.399,"NA"
282,0.847,0.794,"NA"
283,0.755,0.94,"NA"
284,0.48,0.73,"NA"
285,0.49,0.742,"NA"
286,0.918,0.691,"NA"
287,0.704,0.206,"NA"
288,0.653,0.442,"NA"
289,0.291,0.193,"NA"
290,0.26,0.206,"NA"
291,0.342,0.73,"NA"
292,0.643,0.416,"NA"
293,0.638,0.3,"NA"
294,0.77,0.464,"NA"
295,0.276,0.395,"NA"
296,0.449,0.206,"NA"
297,0.653,0.476,"NA"
298,0.668,0.395,"NA"
299,0.551,0.369,"NA"
300,0.352,0.451,"NA"
301,0.857,0.721,"NA"
302,0.934,0.871,"NA"
303,0.316,0.429,"NA"
304,0.163,0.369,"NA"
305,0.413,0.515,"NA"
306,0.429,0.717,"NA"
307,0.474,0.288,"NA"
