0,326,182,0.257600748896392,3
1,65,134,0.0843283553535146,3
2,364,146,0.169851206938307,3
3,94,262,0.102811187147386,3
4,348,302,0.0884028142778282,3
5,171,93,0.111919899517202,3
6,91,121,0.03236281151141,3
7,245,174,0.165450593214065,3
8,356,328,0.0479452978916704,3
9,149,357,0.141487539476475,3
10,241,111,0.208724652411715,3
11,204,209,0.0952628729530782,3
12,110,193,0.304642271446578,3
13,19,198,0.391707550120656,3
14,128,41,0.118574527609687,2
15,341,199,0.294032447875686,3
16,332,336,0.13777321232289,3
17,216,35,0.234533073517018,3
18,188,362,0.121058564002335,3
19,304,135,0.0996064463424908,3
20,47,37,0.0762086327904058,3
21,345,280,0.0867167553755028,3
22,0,24,0.0883090748403635,3
23,18,194,0.133957063594153,3
24,325,150,0.266083224877928,3
25,4,284,0.0579381787130371,2
26,27,7,0.116571421286228,3
27,17,300,0.350927869308667,2
28,85,359,0.297766593821511,1
29,344,126,0.395062391449355,2
30,195,196,0.128411820483982,3
31,187,175,0.516738941443909,3
32,143,140,0.0404569366754088,3
33,133,129,0.207963915301803,3
34,153,305,0.0409959468056019,2
35,359,247,0.0735276944096124,3
37,320,269,0.00349767771808932,3
38,315,53,0.0647399948780234,3
39,224,225,0.110344290260564,3
40,283,96,0.133243798868345,3
41,46,335,0.193633515317493,3
42,358,0,0.159278653444055,3
43,62,222,0.193357525220127,2
44,109,106,0.314958856695554,2
45,33,84,0.165004767529943,3
46,155,305,0.107503206559505,3
47,5,98,0.0841396325157956,3
48,53,299,0.13817160495165,3
49,110,273,0.256608681449371,3
50,295,11,0.228922370446213,3
51,299,16,0.193584932890126,3
52,345,101,0.507163947667244,1
53,130,232,0.0448160462491276,3
54,27,278,0.0520520080316611,3
55,251,258,0.0669263653911008,1
56,141,290,0.0539935777745005,3
57,274,86,0.0254452510438698,2
58,14,151,0.357459805009198,1
59,66,193,0.100050081561866,3
60,176,152,0.125596947569111,3
61,326,40,0.181707096371476,3
62,23,303,0.256191496919275,3
63,301,350,0.263259386553733,3
64,263,312,0.142550290063551,1
66,291,296,0.170191856720777,3
67,100,255,0.138980250638092,2
68,269,121,0.0752605546876443,3
69,185,284,0.168698491349738,2
70,293,87,0.144447151670094,3
71,193,13,0.0986753384966118,3
72,364,319,0.0818980302190288,3
73,61,60,0.307373172563161,1
74,178,224,0.444974491681469,1
75,122,114,0.150222808952838,2
76,306,205,0.127990979116462,3
77,28,324,0.177180996725595,2
78,244,288,0.110599105222528,3
79,286,4,0.346750422770683,2
80,232,97,0.0619797444457328,3
81,177,323,0.0453566892036479,2
82,205,186,0.338395094690185,2
83,20,39,0.3098582243175,3
84,180,117,0.333894144782557,2
85,286,350,0.157356915375112,3
86,123,121,0.056288460402272,3
87,154,230,0.0619590113911352,2
88,292,56,0.507652361957532,1
89,116,118,0.147549285864699,3
90,131,132,0.081314606017455,3
91,108,134,0.28421593148929,2
93,329,330,0.000221006047323678,3
94,321,203,0.326553533224879,1
95,43,149,0.073634140163957,3
96,4,82,0.171661618406405,3
97,191,66,0.138833032804398,3
98,2,0,0.192027809203196,3
99,347,169,0.0924018814099454,3
101,8,161,0.0377132225932093,3
102,281,235,0.617209119967039,1
103,336,110,0.304764323941869,3
104,246,357,0.121941089701475,2
105,58,237,0.32379128709403,3
106,211,119,0.0866844450877239,3
107,151,322,0.185865605948399,2
108,86,246,0.0487385686398049,2
109,153,43,0.139335739215995,3
110,322,205,0.202310058926073,2
111,160,364,0.191370072453118,3
112,66,213,0.316038281481154,3
113,25,157,0.194882809923194,2
114,10,331,0.280922376154092,2
115,80,237,0.0523514624930555,3
116,101,193,1,1
117,195,88,0.157428694720874,2
118,221,204,0.35847913045165,3
119,276,68,0.0220704397632346,3
120,117,341,0.252247488070091,2
121,55,314,0.0719201454367211,3
122,56,169,0.125776567031282,1
123,324,92,0.359057549058605,2
124,313,139,0.019986185103806,2
125,288,286,0.0837347046843674,3
126,57,293,0.253568662695103,3
