,max_hour,mean_x,mean_y,std,w_cumulative
0,5,12.459718858,19.1226153874,1.8562900335,0.214855370322
1,5,5.53477619641,8.78903165761,1.73175277447,0.308583010531
2,5,6.68173258681,14.6025429962,2.049103739,0.487186609838
3,5,11.7407079369,11.1411270037,1.20321330374,0.670032506808
4,5,9.10412473794,5.02635082795,1.41231399033,0.705711334526
5,5,10.5318338633,25.6892787124,0.780824796157,0.763117564498
6,5,5.79501865051,20.5661280209,1.01501898038,0.831141117506
7,5,13.3221358342,14.9247239462,0.615443624274,0.896612671292
8,5,15.7613176924,23.8346828902,1.54412025572,0.978781156014
9,5,0.386845935175,11.7275979123,0.411875005951,1.0
10,9,9.06776730515,14.4776451719,1.23270448105,0.0562438652089
11,9,15.1757091628,21.0448804361,1.29616545341,0.186253736076
12,9,7.76672372622,9.20698664795,2.18166303645,0.317723301113
13,9,5.00387526529,12.9418361063,1.7952362677,0.37288869035
14,9,16.1768568231,25.712633114,1.54218353801,0.441932365374
15,9,8.78252404415,20.7069436029,2.73510358847,0.555694433826
16,9,12.0600467035,11.5905041296,1.22142065306,0.729705167772
17,9,14.1711252856,17.1788184895,0.722176689586,0.816966697712
18,9,10.2190490295,16.6128954976,1.09068220742,0.870702124899
19,9,13.0681670094,14.5470608835,0.750230270286,1.0
20,14,12.9254648702,15.3001432535,1.10143947713,0.189133287715
21,14,7.91070715744,8.49680830665,2.1420429796,0.301516767616
22,14,14.4594902339,19.9401207507,1.48543320067,0.422595157421
23,14,9.12940619334,17.7431650553,2.53692937426,0.568335915314
24,14,2.96161567117,13.1053205268,1.58065003265,0.624044107746
25,14,12.4366708128,11.2813091101,0.750748565894,0.717476955879
26,14,10.0953518308,24.2481100781,1.95308776455,0.747630464077
27,14,15.4472200467,24.5455113023,1.63052172791,0.831324867306
28,14,7.438313275,12.8163804854,2.07819667661,0.916141463281
29,14,10.629499122,9.90720223886,1.23800690258,1.0
30,19,12.6170524987,15.3483581865,1.38977635242,0.189159576273
31,19,9.88158517053,24.1979487366,1.7734286382,0.253192675843
32,19,3.22239038934,12.3798073043,1.71594198454,0.306454820894
33,19,10.9806310581,10.3069657678,1.50048023634,0.481526992814
34,19,8.23760766218,18.9338637007,2.18307619845,0.622559120626
35,19,14.067092689,20.6100367331,1.62334526,0.728367309554
36,19,6.33604473777,7.85634944262,1.49933596194,0.794257102211
37,19,7.45837542215,12.9330324835,1.67759010492,0.875723120802
38,19,8.95134065758,4.65412309532,1.71255279717,0.913971740548
39,19,15.6635898929,25.4493433004,1.35319966075,1.0
40,23,15.6757189207,24.6830219129,1.77655093546,0.116105515405
41,23,6.64753944419,8.65636475603,1.79139409708,0.25146892722
42,23,10.5462675975,20.7100219058,0.773736128179,0.320534982257
43,23,11.0219458375,11.1606760577,1.66648514698,0.504335861645
44,23,9.28490231809,1.84139690463,0.8533488514,0.557226453687
45,23,9.8868050129,24.1463912484,1.27846952819,0.638273279181
46,23,4.27841212137,13.4086218844,1.72888505874,0.72273885932
47,23,12.4895853293,16.6812724091,2.04119799507,0.897619822327
48,23,7.03161641455,20.9124633877,1.36358382267,0.961528687321
49,23,11.1081633939,7.18016058434,0.795805182624,1.0
